t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
90.0,90.0,80.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,90.0,80.0,110
90.0,80.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,90.0,80.0,110.0,80
80.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,90.0,80.0,110.0,80.0,110
100.0,100.0,120.0,100.0,100.0,100.0,100.0,90.0,80.0,110.0,80.0,110.0,100
100.0,120.0,100.0,100.0,100.0,100.0,90.0,80.0,110.0,80.0,110.0,100.0,90
120.0,100.0,100.0,100.0,100.0,90.0,80.0,110.0,80.0,110.0,100.0,90.0,90
100.0,100.0,100.0,100.0,90.0,80.0,110.0,80.0,110.0,100.0,90.0,90.0,70
100.0,100.0,100.0,90.0,80.0,110.0,80.0,110.0,100.0,90.0,90.0,70.0,80
100.0,100.0,90.0,80.0,110.0,80.0,110.0,100.0,90.0,90.0,70.0,80.0,50
100.0,90.0,80.0,110.0,80.0,110.0,100.0,90.0,90.0,70.0,80.0,50.0,50
90.0,80.0,110.0,80.0,110.0,100.0,90.0,90.0,70.0,80.0,50.0,50.0,70
80.0,110.0,80.0,110.0,100.0,90.0,90.0,70.0,80.0,50.0,50.0,70.0,60
110.0,80.0,110.0,100.0,90.0,90.0,70.0,80.0,50.0,50.0,70.0,60.0,50
80.0,110.0,100.0,90.0,90.0,70.0,80.0,50.0,50.0,70.0,60.0,50.0,50
110.0,100.0,90.0,90.0,70.0,80.0,50.0,50.0,70.0,60.0,50.0,50.0,50
100.0,90.0,90.0,70.0,80.0,50.0,50.0,70.0,60.0,50.0,50.0,50.0,50
90.0,90.0,70.0,80.0,50.0,50.0,70.0,60.0,50.0,50.0,50.0,50.0,40
90.0,70.0,80.0,50.0,50.0,70.0,60.0,50.0,50.0,50.0,50.0,40.0,60
70.0,80.0,50.0,50.0,70.0,60.0,50.0,50.0,50.0,50.0,40.0,60.0,60
80.0,50.0,50.0,70.0,60.0,50.0,50.0,50.0,50.0,40.0,60.0,60.0,60
50.0,50.0,70.0,60.0,50.0,50.0,50.0,50.0,40.0,60.0,60.0,60.0,60
50.0,70.0,60.0,50.0,50.0,50.0,50.0,40.0,60.0,60.0,60.0,60.0,50
70.0,60.0,50.0,50.0,50.0,50.0,40.0,60.0,60.0,60.0,60.0,50.0,50
60.0,50.0,50.0,50.0,50.0,40.0,60.0,60.0,60.0,60.0,50.0,50.0,40
50.0,50.0,50.0,50.0,40.0,60.0,60.0,60.0,60.0,50.0,50.0,40.0,30
50.0,50.0,50.0,40.0,60.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30
50.0,50.0,40.0,60.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,40
50.0,40.0,60.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,40.0,50
40.0,60.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,40.0,50.0,60
60.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,40.0,50.0,60.0,50
60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,40.0,50.0,60.0,50.0,50
60.0,60.0,50.0,50.0,40.0,30.0,30.0,40.0,50.0,60.0,50.0,50.0,60
60.0,50.0,50.0,40.0,30.0,30.0,40.0,50.0,60.0,50.0,50.0,60.0,50
50.0,50.0,40.0,30.0,30.0,40.0,50.0,60.0,50.0,50.0,60.0,50.0,50
50.0,40.0,30.0,30.0,40.0,50.0,60.0,50.0,50.0,60.0,50.0,50.0,50
40.0,30.0,30.0,40.0,50.0,60.0,50.0,50.0,60.0,50.0,50.0,50.0,50
30.0,30.0,40.0,50.0,60.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,60
30.0,40.0,50.0,60.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,60.0,60
40.0,50.0,60.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,50
50.0,60.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60
60.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60
60.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50
50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,50
50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,50.0,40
50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,50.0,40.0,40
60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,50.0,40.0,40.0,30
50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,50.0,40.0,40.0,30.0,30
60.0,50.0,50.0,50.0,40.0,60.0,50.0,50.0,40.0,40.0,30.0,30.0,60
50.0,50.0,50.0,40.0,60.0,50.0,50.0,40.0,40.0,30.0,30.0,60.0,40
50.0,50.0,40.0,60.0,50.0,50.0,40.0,40.0,30.0,30.0,60.0,40.0,60
50.0,40.0,60.0,50.0,50.0,40.0,40.0,30.0,30.0,60.0,40.0,60.0,50
40.0,60.0,50.0,50.0,40.0,40.0,30.0,30.0,60.0,40.0,60.0,50.0,90
60.0,50.0,50.0,40.0,40.0,30.0,30.0,60.0,40.0,60.0,50.0,90.0,70
50.0,50.0,40.0,40.0,30.0,30.0,60.0,40.0,60.0,50.0,90.0,70.0,60
50.0,40.0,40.0,30.0,30.0,60.0,40.0,60.0,50.0,90.0,70.0,60.0,70
40.0,40.0,30.0,30.0,60.0,40.0,60.0,50.0,90.0,70.0,60.0,70.0,50
40.0,30.0,30.0,60.0,40.0,60.0,50.0,90.0,70.0,60.0,70.0,50.0,60
30.0,30.0,60.0,40.0,60.0,50.0,90.0,70.0,60.0,70.0,50.0,60.0,40
30.0,60.0,40.0,60.0,50.0,90.0,70.0,60.0,70.0,50.0,60.0,40.0,50
60.0,40.0,60.0,50.0,90.0,70.0,60.0,70.0,50.0,60.0,40.0,50.0,50
40.0,60.0,50.0,90.0,70.0,60.0,70.0,50.0,60.0,40.0,50.0,50.0,300
60.0,50.0,90.0,70.0,60.0,70.0,50.0,60.0,40.0,50.0,50.0,300.0,140
50.0,90.0,70.0,60.0,70.0,50.0,60.0,40.0,50.0,50.0,300.0,140.0,490
90.0,70.0,60.0,70.0,50.0,60.0,40.0,50.0,50.0,300.0,140.0,490.0,370
70.0,60.0,70.0,50.0,60.0,40.0,50.0,50.0,300.0,140.0,490.0,370.0,370
60.0,70.0,50.0,60.0,40.0,50.0,50.0,300.0,140.0,490.0,370.0,370.0,210
70.0,50.0,60.0,40.0,50.0,50.0,300.0,140.0,490.0,370.0,370.0,210.0,60
50.0,60.0,40.0,50.0,50.0,300.0,140.0,490.0,370.0,370.0,210.0,60.0,70
60.0,40.0,50.0,50.0,300.0,140.0,490.0,370.0,370.0,210.0,60.0,70.0,90
40.0,50.0,50.0,300.0,140.0,490.0,370.0,370.0,210.0,60.0,70.0,90.0,80
50.0,50.0,300.0,140.0,490.0,370.0,370.0,210.0,60.0,70.0,90.0,80.0,310
50.0,300.0,140.0,490.0,370.0,370.0,210.0,60.0,70.0,90.0,80.0,310.0,370
300.0,140.0,490.0,370.0,370.0,210.0,60.0,70.0,90.0,80.0,310.0,370.0,60
140.0,490.0,370.0,370.0,210.0,60.0,70.0,90.0,80.0,310.0,370.0,60.0,40
490.0,370.0,370.0,210.0,60.0,70.0,90.0,80.0,310.0,370.0,60.0,40.0,250
370.0,370.0,210.0,60.0,70.0,90.0,80.0,310.0,370.0,60.0,40.0,250.0,780
370.0,210.0,60.0,70.0,90.0,80.0,310.0,370.0,60.0,40.0,250.0,780.0,520
210.0,60.0,70.0,90.0,80.0,310.0,370.0,60.0,40.0,250.0,780.0,520.0,440
60.0,70.0,90.0,80.0,310.0,370.0,60.0,40.0,250.0,780.0,520.0,440.0,600
70.0,90.0,80.0,310.0,370.0,60.0,40.0,250.0,780.0,520.0,440.0,600.0,530
90.0,80.0,310.0,370.0,60.0,40.0,250.0,780.0,520.0,440.0,600.0,530.0,290
80.0,310.0,370.0,60.0,40.0,250.0,780.0,520.0,440.0,600.0,530.0,290.0,240
310.0,370.0,60.0,40.0,250.0,780.0,520.0,440.0,600.0,530.0,290.0,240.0,240
370.0,60.0,40.0,250.0,780.0,520.0,440.0,600.0,530.0,290.0,240.0,240.0,80
60.0,40.0,250.0,780.0,520.0,440.0,600.0,530.0,290.0,240.0,240.0,80.0,60
40.0,250.0,780.0,520.0,440.0,600.0,530.0,290.0,240.0,240.0,80.0,60.0,50
250.0,780.0,520.0,440.0,600.0,530.0,290.0,240.0,240.0,80.0,60.0,50.0,230
780.0,520.0,440.0,600.0,530.0,290.0,240.0,240.0,80.0,60.0,50.0,230.0,690
520.0,440.0,600.0,530.0,290.0,240.0,240.0,80.0,60.0,50.0,230.0,690.0,570
440.0,600.0,530.0,290.0,240.0,240.0,80.0,60.0,50.0,230.0,690.0,570.0,330
600.0,530.0,290.0,240.0,240.0,80.0,60.0,50.0,230.0,690.0,570.0,330.0,270
530.0,290.0,240.0,240.0,80.0,60.0,50.0,230.0,690.0,570.0,330.0,270.0,280
290.0,240.0,240.0,80.0,60.0,50.0,230.0,690.0,570.0,330.0,270.0,280.0,250
240.0,240.0,80.0,60.0,50.0,230.0,690.0,570.0,330.0,270.0,280.0,250.0,240
240.0,80.0,60.0,50.0,230.0,690.0,570.0,330.0,270.0,280.0,250.0,240.0,190
80.0,60.0,50.0,230.0,690.0,570.0,330.0,270.0,280.0,250.0,240.0,190.0,80
60.0,50.0,230.0,690.0,570.0,330.0,270.0,280.0,250.0,240.0,190.0,80.0,650
50.0,230.0,690.0,570.0,330.0,270.0,280.0,250.0,240.0,190.0,80.0,650.0,660
230.0,690.0,570.0,330.0,270.0,280.0,250.0,240.0,190.0,80.0,650.0,660.0,370
690.0,570.0,330.0,270.0,280.0,250.0,240.0,190.0,80.0,650.0,660.0,370.0,310
570.0,330.0,270.0,280.0,250.0,240.0,190.0,80.0,650.0,660.0,370.0,310.0,330
330.0,270.0,280.0,250.0,240.0,190.0,80.0,650.0,660.0,370.0,310.0,330.0,320
270.0,280.0,250.0,240.0,190.0,80.0,650.0,660.0,370.0,310.0,330.0,320.0,310
280.0,250.0,240.0,190.0,80.0,650.0,660.0,370.0,310.0,330.0,320.0,310.0,260
250.0,240.0,190.0,80.0,650.0,660.0,370.0,310.0,330.0,320.0,310.0,260.0,200
240.0,190.0,80.0,650.0,660.0,370.0,310.0,330.0,320.0,310.0,260.0,200.0,110
190.0,80.0,650.0,660.0,370.0,310.0,330.0,320.0,310.0,260.0,200.0,110.0,500
80.0,650.0,660.0,370.0,310.0,330.0,320.0,310.0,260.0,200.0,110.0,500.0,640
650.0,660.0,370.0,310.0,330.0,320.0,310.0,260.0,200.0,110.0,500.0,640.0,420
660.0,370.0,310.0,330.0,320.0,310.0,260.0,200.0,110.0,500.0,640.0,420.0,320
370.0,310.0,330.0,320.0,310.0,260.0,200.0,110.0,500.0,640.0,420.0,320.0,300
310.0,330.0,320.0,310.0,260.0,200.0,110.0,500.0,640.0,420.0,320.0,300.0,280
330.0,320.0,310.0,260.0,200.0,110.0,500.0,640.0,420.0,320.0,300.0,280.0,330
320.0,310.0,260.0,200.0,110.0,500.0,640.0,420.0,320.0,300.0,280.0,330.0,240
310.0,260.0,200.0,110.0,500.0,640.0,420.0,320.0,300.0,280.0,330.0,240.0,170
260.0,200.0,110.0,500.0,640.0,420.0,320.0,300.0,280.0,330.0,240.0,170.0,110
200.0,110.0,500.0,640.0,420.0,320.0,300.0,280.0,330.0,240.0,170.0,110.0,470
110.0,500.0,640.0,420.0,320.0,300.0,280.0,330.0,240.0,170.0,110.0,470.0,380
500.0,640.0,420.0,320.0,300.0,280.0,330.0,240.0,170.0,110.0,470.0,380.0,330
640.0,420.0,320.0,300.0,280.0,330.0,240.0,170.0,110.0,470.0,380.0,330.0,340
420.0,320.0,300.0,280.0,330.0,240.0,170.0,110.0,470.0,380.0,330.0,340.0,320
320.0,300.0,280.0,330.0,240.0,170.0,110.0,470.0,380.0,330.0,340.0,320.0,510
300.0,280.0,330.0,240.0,170.0,110.0,470.0,380.0,330.0,340.0,320.0,510.0,880
280.0,330.0,240.0,170.0,110.0,470.0,380.0,330.0,340.0,320.0,510.0,880.0,440
330.0,240.0,170.0,110.0,470.0,380.0,330.0,340.0,320.0,510.0,880.0,440.0,110
240.0,170.0,110.0,470.0,380.0,330.0,340.0,320.0,510.0,880.0,440.0,110.0,110
170.0,110.0,470.0,380.0,330.0,340.0,320.0,510.0,880.0,440.0,110.0,110.0,130
110.0,470.0,380.0,330.0,340.0,320.0,510.0,880.0,440.0,110.0,110.0,130.0,110
470.0,380.0,330.0,340.0,320.0,510.0,880.0,440.0,110.0,110.0,130.0,110.0,120
380.0,330.0,340.0,320.0,510.0,880.0,440.0,110.0,110.0,130.0,110.0,120.0,130
330.0,340.0,320.0,510.0,880.0,440.0,110.0,110.0,130.0,110.0,120.0,130.0,180
340.0,320.0,510.0,880.0,440.0,110.0,110.0,130.0,110.0,120.0,130.0,180.0,130
320.0,510.0,880.0,440.0,110.0,110.0,130.0,110.0,120.0,130.0,180.0,130.0,130
510.0,880.0,440.0,110.0,110.0,130.0,110.0,120.0,130.0,180.0,130.0,130.0,110
880.0,440.0,110.0,110.0,130.0,110.0,120.0,130.0,180.0,130.0,130.0,110.0,110
440.0,110.0,110.0,130.0,110.0,120.0,130.0,180.0,130.0,130.0,110.0,110.0,110
110.0,110.0,130.0,110.0,120.0,130.0,180.0,130.0,130.0,110.0,110.0,110.0,100
110.0,130.0,110.0,120.0,130.0,180.0,130.0,130.0,110.0,110.0,110.0,100.0,110
130.0,110.0,120.0,130.0,180.0,130.0,130.0,110.0,110.0,110.0,100.0,110.0,110
110.0,120.0,130.0,180.0,130.0,130.0,110.0,110.0,110.0,100.0,110.0,110.0,110
120.0,130.0,180.0,130.0,130.0,110.0,110.0,110.0,100.0,110.0,110.0,110.0,90
130.0,180.0,130.0,130.0,110.0,110.0,110.0,100.0,110.0,110.0,110.0,90.0,70
180.0,130.0,130.0,110.0,110.0,110.0,100.0,110.0,110.0,110.0,90.0,70.0,70
130.0,130.0,110.0,110.0,110.0,100.0,110.0,110.0,110.0,90.0,70.0,70.0,50
130.0,110.0,110.0,110.0,100.0,110.0,110.0,110.0,90.0,70.0,70.0,50.0,50
110.0,110.0,110.0,100.0,110.0,110.0,110.0,90.0,70.0,70.0,50.0,50.0,70
110.0,110.0,100.0,110.0,110.0,110.0,90.0,70.0,70.0,50.0,50.0,70.0,50
110.0,100.0,110.0,110.0,110.0,90.0,70.0,70.0,50.0,50.0,70.0,50.0,50
100.0,110.0,110.0,110.0,90.0,70.0,70.0,50.0,50.0,70.0,50.0,50.0,50
110.0,110.0,110.0,90.0,70.0,70.0,50.0,50.0,70.0,50.0,50.0,50.0,50
110.0,110.0,90.0,70.0,70.0,50.0,50.0,70.0,50.0,50.0,50.0,50.0,60
110.0,90.0,70.0,70.0,50.0,50.0,70.0,50.0,50.0,50.0,50.0,60.0,60
90.0,70.0,70.0,50.0,50.0,70.0,50.0,50.0,50.0,50.0,60.0,60.0,70
70.0,70.0,50.0,50.0,70.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,50
70.0,50.0,50.0,70.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,50.0,60
50.0,50.0,70.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,50.0,60.0,50
50.0,70.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,50.0,60.0,50.0,50
70.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,50.0,60.0,50.0,50.0,50
50.0,50.0,50.0,50.0,60.0,60.0,70.0,50.0,60.0,50.0,50.0,50.0,50
50.0,50.0,50.0,60.0,60.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50
50.0,50.0,60.0,60.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,60.0,60.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60
60.0,60.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,50
60.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60
70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,60
50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,60.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50
50.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50
50.0,50.0,50.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50
50.0,50.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50
50.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,40
50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,40.0,40
60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40
60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,30
50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,30.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,30.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,30.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,30.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,40.0,40.0,40.0,30.0,50.0,50.0,60.0,50.0,50
50.0,50.0,50.0,40.0,40.0,40.0,30.0,50.0,50.0,60.0,50.0,50.0,60
50.0,50.0,40.0,40.0,40.0,30.0,50.0,50.0,60.0,50.0,50.0,60.0,50
50.0,40.0,40.0,40.0,30.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60
40.0,40.0,40.0,30.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,60
40.0,40.0,30.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,60.0,50
40.0,30.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,60.0,50.0,50
30.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,60.0,50.0,50.0,50
50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,50.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,40.0,50
60.0,50.0,50.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,40.0,50.0,60
50.0,50.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,40.0,50.0,60.0,60
50.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,40.0,50.0,60.0,60.0,60
60.0,50.0,60.0,60.0,50.0,50.0,50.0,40.0,50.0,60.0,60.0,60.0,50
50.0,60.0,60.0,50.0,50.0,50.0,40.0,50.0,60.0,60.0,60.0,50.0,60
60.0,60.0,50.0,50.0,50.0,40.0,50.0,60.0,60.0,60.0,50.0,60.0,40
60.0,50.0,50.0,50.0,40.0,50.0,60.0,60.0,60.0,50.0,60.0,40.0,60
50.0,50.0,50.0,40.0,50.0,60.0,60.0,60.0,50.0,60.0,40.0,60.0,50
50.0,50.0,40.0,50.0,60.0,60.0,60.0,50.0,60.0,40.0,60.0,50.0,50
50.0,40.0,50.0,60.0,60.0,60.0,50.0,60.0,40.0,60.0,50.0,50.0,50
40.0,50.0,60.0,60.0,60.0,50.0,60.0,40.0,60.0,50.0,50.0,50.0,60
50.0,60.0,60.0,60.0,50.0,60.0,40.0,60.0,50.0,50.0,50.0,60.0,70
60.0,60.0,60.0,50.0,60.0,40.0,60.0,50.0,50.0,50.0,60.0,70.0,80
60.0,60.0,50.0,60.0,40.0,60.0,50.0,50.0,50.0,60.0,70.0,80.0,90
60.0,50.0,60.0,40.0,60.0,50.0,50.0,50.0,60.0,70.0,80.0,90.0,60
50.0,60.0,40.0,60.0,50.0,50.0,50.0,60.0,70.0,80.0,90.0,60.0,60
60.0,40.0,60.0,50.0,50.0,50.0,60.0,70.0,80.0,90.0,60.0,60.0,50
40.0,60.0,50.0,50.0,50.0,60.0,70.0,80.0,90.0,60.0,60.0,50.0,60
60.0,50.0,50.0,50.0,60.0,70.0,80.0,90.0,60.0,60.0,50.0,60.0,50
50.0,50.0,50.0,60.0,70.0,80.0,90.0,60.0,60.0,50.0,60.0,50.0,50
50.0,50.0,60.0,70.0,80.0,90.0,60.0,60.0,50.0,60.0,50.0,50.0,50
50.0,60.0,70.0,80.0,90.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60
60.0,70.0,80.0,90.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,110
70.0,80.0,90.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,110.0,50
80.0,90.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,110.0,50.0,150
90.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,110.0,50.0,150.0,210
60.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,110.0,50.0,150.0,210.0,120
60.0,50.0,60.0,50.0,50.0,50.0,60.0,110.0,50.0,150.0,210.0,120.0,380
50.0,60.0,50.0,50.0,50.0,60.0,110.0,50.0,150.0,210.0,120.0,380.0,160
60.0,50.0,50.0,50.0,60.0,110.0,50.0,150.0,210.0,120.0,380.0,160.0,140
50.0,50.0,50.0,60.0,110.0,50.0,150.0,210.0,120.0,380.0,160.0,140.0,130
50.0,50.0,60.0,110.0,50.0,150.0,210.0,120.0,380.0,160.0,140.0,130.0,130
50.0,60.0,110.0,50.0,150.0,210.0,120.0,380.0,160.0,140.0,130.0,130.0,140
60.0,110.0,50.0,150.0,210.0,120.0,380.0,160.0,140.0,130.0,130.0,140.0,210
110.0,50.0,150.0,210.0,120.0,380.0,160.0,140.0,130.0,130.0,140.0,210.0,510
50.0,150.0,210.0,120.0,380.0,160.0,140.0,130.0,130.0,140.0,210.0,510.0,630
150.0,210.0,120.0,380.0,160.0,140.0,130.0,130.0,140.0,210.0,510.0,630.0,500
210.0,120.0,380.0,160.0,140.0,130.0,130.0,140.0,210.0,510.0,630.0,500.0,290
120.0,380.0,160.0,140.0,130.0,130.0,140.0,210.0,510.0,630.0,500.0,290.0,270
380.0,160.0,140.0,130.0,130.0,140.0,210.0,510.0,630.0,500.0,290.0,270.0,250
160.0,140.0,130.0,130.0,140.0,210.0,510.0,630.0,500.0,290.0,270.0,250.0,130
140.0,130.0,130.0,140.0,210.0,510.0,630.0,500.0,290.0,270.0,250.0,130.0,80
130.0,130.0,140.0,210.0,510.0,630.0,500.0,290.0,270.0,250.0,130.0,80.0,100
130.0,140.0,210.0,510.0,630.0,500.0,290.0,270.0,250.0,130.0,80.0,100.0,80
140.0,210.0,510.0,630.0,500.0,290.0,270.0,250.0,130.0,80.0,100.0,80.0,140
210.0,510.0,630.0,500.0,290.0,270.0,250.0,130.0,80.0,100.0,80.0,140.0,80
510.0,630.0,500.0,290.0,270.0,250.0,130.0,80.0,100.0,80.0,140.0,80.0,90
630.0,500.0,290.0,270.0,250.0,130.0,80.0,100.0,80.0,140.0,80.0,90.0,80
500.0,290.0,270.0,250.0,130.0,80.0,100.0,80.0,140.0,80.0,90.0,80.0,80
290.0,270.0,250.0,130.0,80.0,100.0,80.0,140.0,80.0,90.0,80.0,80.0,80
270.0,250.0,130.0,80.0,100.0,80.0,140.0,80.0,90.0,80.0,80.0,80.0,70
250.0,130.0,80.0,100.0,80.0,140.0,80.0,90.0,80.0,80.0,80.0,70.0,70
130.0,80.0,100.0,80.0,140.0,80.0,90.0,80.0,80.0,80.0,70.0,70.0,70
80.0,100.0,80.0,140.0,80.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,60
100.0,80.0,140.0,80.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,60.0,60
80.0,140.0,80.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,60.0,60.0,70
140.0,80.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,60.0,60.0,70.0,70
80.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,60.0,60.0,70.0,70.0,80
90.0,80.0,80.0,80.0,70.0,70.0,70.0,60.0,60.0,70.0,70.0,80.0,60
80.0,80.0,80.0,70.0,70.0,70.0,60.0,60.0,70.0,70.0,80.0,60.0,80
80.0,80.0,70.0,70.0,70.0,60.0,60.0,70.0,70.0,80.0,60.0,80.0,60
80.0,70.0,70.0,70.0,60.0,60.0,70.0,70.0,80.0,60.0,80.0,60.0,50
70.0,70.0,70.0,60.0,60.0,70.0,70.0,80.0,60.0,80.0,60.0,50.0,90
70.0,70.0,60.0,60.0,70.0,70.0,80.0,60.0,80.0,60.0,50.0,90.0,100
70.0,60.0,60.0,70.0,70.0,80.0,60.0,80.0,60.0,50.0,90.0,100.0,100
60.0,60.0,70.0,70.0,80.0,60.0,80.0,60.0,50.0,90.0,100.0,100.0,100
60.0,70.0,70.0,80.0,60.0,80.0,60.0,50.0,90.0,100.0,100.0,100.0,120
70.0,70.0,80.0,60.0,80.0,60.0,50.0,90.0,100.0,100.0,100.0,120.0,110
70.0,80.0,60.0,80.0,60.0,50.0,90.0,100.0,100.0,100.0,120.0,110.0,110
80.0,60.0,80.0,60.0,50.0,90.0,100.0,100.0,100.0,120.0,110.0,110.0,110
60.0,80.0,60.0,50.0,90.0,100.0,100.0,100.0,120.0,110.0,110.0,110.0,100
80.0,60.0,50.0,90.0,100.0,100.0,100.0,120.0,110.0,110.0,110.0,100.0,110
60.0,50.0,90.0,100.0,100.0,100.0,120.0,110.0,110.0,110.0,100.0,110.0,100
50.0,90.0,100.0,100.0,100.0,120.0,110.0,110.0,110.0,100.0,110.0,100.0,110
90.0,100.0,100.0,100.0,120.0,110.0,110.0,110.0,100.0,110.0,100.0,110.0,110
100.0,100.0,100.0,120.0,110.0,110.0,110.0,100.0,110.0,100.0,110.0,110.0,100
100.0,100.0,120.0,110.0,110.0,110.0,100.0,110.0,100.0,110.0,110.0,100.0,100
100.0,120.0,110.0,110.0,110.0,100.0,110.0,100.0,110.0,110.0,100.0,100.0,120
120.0,110.0,110.0,110.0,100.0,110.0,100.0,110.0,110.0,100.0,100.0,120.0,240
110.0,110.0,110.0,100.0,110.0,100.0,110.0,110.0,100.0,100.0,120.0,240.0,470
110.0,110.0,100.0,110.0,100.0,110.0,110.0,100.0,100.0,120.0,240.0,470.0,180
