t-3,t-2,t-1,t
490.0,320.0,240.0,270
320.0,240.0,270.0,230
240.0,270.0,230.0,220
270.0,230.0,220.0,190
230.0,220.0,190.0,80
220.0,190.0,80.0,240
190.0,80.0,240.0,460
80.0,240.0,460.0,590
240.0,460.0,590.0,550
460.0,590.0,550.0,560
590.0,550.0,560.0,350
550.0,560.0,350.0,250
560.0,350.0,250.0,210
350.0,250.0,210.0,150
250.0,210.0,150.0,80
210.0,150.0,80.0,210
150.0,80.0,210.0,580
80.0,210.0,580.0,310
210.0,580.0,310.0,270
580.0,310.0,270.0,250
310.0,270.0,250.0,380
270.0,250.0,380.0,470
250.0,380.0,470.0,290
380.0,470.0,290.0,80
470.0,290.0,80.0,90
290.0,80.0,90.0,100
80.0,90.0,100.0,100
90.0,100.0,100.0,110
100.0,100.0,110.0,110
100.0,110.0,110.0,140
110.0,110.0,140.0,110
110.0,140.0,110.0,110
140.0,110.0,110.0,90
110.0,110.0,90.0,110
110.0,90.0,110.0,90
90.0,110.0,90.0,100
110.0,90.0,100.0,120
90.0,100.0,120.0,110
100.0,120.0,110.0,100
120.0,110.0,100.0,100
110.0,100.0,100.0,120
100.0,100.0,120.0,110
100.0,120.0,110.0,90
120.0,110.0,90.0,70
110.0,90.0,70.0,60
90.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,60
70.0,50.0,60.0,40
50.0,60.0,40.0,40
60.0,40.0,40.0,20
40.0,40.0,20.0,30
40.0,20.0,30.0,30
20.0,30.0,30.0,60
30.0,30.0,60.0,50
30.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,40
30.0,30.0,40.0,60
30.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,130
40.0,40.0,130.0,330
40.0,130.0,330.0,220
130.0,330.0,220.0,110
330.0,220.0,110.0,60
220.0,110.0,60.0,60
110.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,40
60.0,70.0,40.0,50
70.0,40.0,50.0,50
40.0,50.0,50.0,210
50.0,50.0,210.0,160
50.0,210.0,160.0,50
210.0,160.0,50.0,70
160.0,50.0,70.0,80
50.0,70.0,80.0,50
70.0,80.0,50.0,50
80.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,60
40.0,40.0,60.0,150
40.0,60.0,150.0,280
60.0,150.0,280.0,100
150.0,280.0,100.0,90
280.0,100.0,90.0,130
100.0,90.0,130.0,120
90.0,130.0,120.0,50
130.0,120.0,50.0,70
120.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,70
50.0,40.0,70.0,70
40.0,70.0,70.0,70
70.0,70.0,70.0,50
70.0,70.0,50.0,50
70.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,130
60.0,70.0,130.0,360
70.0,130.0,360.0,90
130.0,360.0,90.0,100
360.0,90.0,100.0,60
90.0,100.0,60.0,80
100.0,60.0,80.0,70
60.0,80.0,70.0,270
80.0,70.0,270.0,210
70.0,270.0,210.0,150
270.0,210.0,150.0,130
210.0,150.0,130.0,210
150.0,130.0,210.0,550
130.0,210.0,550.0,470
210.0,550.0,470.0,280
550.0,470.0,280.0,120
470.0,280.0,120.0,100
280.0,120.0,100.0,370
120.0,100.0,370.0,140
100.0,370.0,140.0,470
370.0,140.0,470.0,130
140.0,470.0,130.0,280
470.0,130.0,280.0,350
130.0,280.0,350.0,170
280.0,350.0,170.0,120
350.0,170.0,120.0,100
170.0,120.0,100.0,120
120.0,100.0,120.0,400
100.0,120.0,400.0,310
120.0,400.0,310.0,130
400.0,310.0,130.0,110
310.0,130.0,110.0,120
130.0,110.0,120.0,90
110.0,120.0,90.0,80
120.0,90.0,80.0,90
90.0,80.0,90.0,70
80.0,90.0,70.0,60
90.0,70.0,60.0,50
70.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,40
60.0,60.0,40.0,30
60.0,40.0,30.0,50
40.0,30.0,50.0,60
30.0,50.0,60.0,80
50.0,60.0,80.0,60
60.0,80.0,60.0,50
80.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,30
30.0,20.0,30.0,60
20.0,30.0,60.0,50
30.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,30
30.0,30.0,30.0,50
30.0,30.0,50.0,60
30.0,50.0,60.0,60
50.0,60.0,60.0,180
60.0,60.0,180.0,350
60.0,180.0,350.0,180
180.0,350.0,180.0,110
350.0,180.0,110.0,100
180.0,110.0,100.0,70
110.0,100.0,70.0,90
100.0,70.0,90.0,80
70.0,90.0,80.0,90
90.0,80.0,90.0,70
80.0,90.0,70.0,370
90.0,70.0,370.0,780
70.0,370.0,780.0,460
370.0,780.0,460.0,370
780.0,460.0,370.0,300
460.0,370.0,300.0,320
370.0,300.0,320.0,300
300.0,320.0,300.0,210
320.0,300.0,210.0,120
300.0,210.0,120.0,50
210.0,120.0,50.0,180
120.0,50.0,180.0,200
50.0,180.0,200.0,230
180.0,200.0,230.0,110
200.0,230.0,110.0,50
230.0,110.0,50.0,70
110.0,50.0,70.0,130
50.0,70.0,130.0,50
70.0,130.0,50.0,80
130.0,50.0,80.0,90
50.0,80.0,90.0,70
80.0,90.0,70.0,300
90.0,70.0,300.0,100
70.0,300.0,100.0,40
300.0,100.0,40.0,160
100.0,40.0,160.0,90
40.0,160.0,90.0,120
160.0,90.0,120.0,90
90.0,120.0,90.0,100
120.0,90.0,100.0,90
90.0,100.0,90.0,530
100.0,90.0,530.0,710
90.0,530.0,710.0,420
530.0,710.0,420.0,340
710.0,420.0,340.0,340
420.0,340.0,340.0,270
340.0,340.0,270.0,300
340.0,270.0,300.0,210
270.0,300.0,210.0,130
300.0,210.0,130.0,80
210.0,130.0,80.0,90
130.0,80.0,90.0,110
80.0,90.0,110.0,90
90.0,110.0,90.0,70
110.0,90.0,70.0,90
90.0,70.0,90.0,100
70.0,90.0,100.0,90
90.0,100.0,90.0,640
100.0,90.0,640.0,600
90.0,640.0,600.0,330
640.0,600.0,330.0,350
600.0,330.0,350.0,320
330.0,350.0,320.0,420
350.0,320.0,420.0,510
320.0,420.0,510.0,740
420.0,510.0,740.0,590
510.0,740.0,590.0,390
740.0,590.0,390.0,760
590.0,390.0,760.0,560
390.0,760.0,560.0,340
760.0,560.0,340.0,320
560.0,340.0,320.0,270
340.0,320.0,270.0,180
320.0,270.0,180.0,140
270.0,180.0,140.0,130
180.0,140.0,130.0,140
140.0,130.0,140.0,120
130.0,140.0,120.0,130
140.0,120.0,130.0,140
120.0,130.0,140.0,160
130.0,140.0,160.0,140
140.0,160.0,140.0,140
160.0,140.0,140.0,130
140.0,140.0,130.0,120
140.0,130.0,120.0,70
130.0,120.0,70.0,90
120.0,70.0,90.0,100
70.0,90.0,100.0,90
90.0,100.0,90.0,90
100.0,90.0,90.0,40
90.0,90.0,40.0,60
90.0,40.0,60.0,40
40.0,60.0,40.0,40
60.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,60
60.0,40.0,60.0,40
40.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,30
30.0,30.0,30.0,30
30.0,30.0,30.0,60
30.0,30.0,60.0,50
30.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,60
40.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,20
50.0,50.0,20.0,40
50.0,20.0,40.0,30
20.0,40.0,30.0,40
40.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,90
60.0,60.0,90.0,70
60.0,90.0,70.0,50
90.0,70.0,50.0,40
70.0,50.0,40.0,70
50.0,40.0,70.0,330
40.0,70.0,330.0,260
70.0,330.0,260.0,200
330.0,260.0,200.0,150
260.0,200.0,150.0,70
200.0,150.0,70.0,60
150.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,80
80.0,80.0,80.0,80
80.0,80.0,80.0,260
80.0,80.0,260.0,420
80.0,260.0,420.0,150
260.0,420.0,150.0,60
420.0,150.0,60.0,60
150.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,180
50.0,40.0,180.0,100
40.0,180.0,100.0,60
180.0,100.0,60.0,60
100.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,70
60.0,80.0,70.0,50
80.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,80
50.0,60.0,80.0,80
60.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,100
80.0,80.0,100.0,80
80.0,100.0,80.0,80
100.0,80.0,80.0,90
80.0,80.0,90.0,90
80.0,90.0,90.0,100
90.0,90.0,100.0,110
90.0,100.0,110.0,90
100.0,110.0,90.0,100
110.0,90.0,100.0,80
90.0,100.0,80.0,70
100.0,80.0,70.0,110
80.0,70.0,110.0,100
70.0,110.0,100.0,360
110.0,100.0,360.0,350
100.0,360.0,350.0,190
360.0,350.0,190.0,590
350.0,190.0,590.0,90
190.0,590.0,90.0,110
590.0,90.0,110.0,110
90.0,110.0,110.0,140
110.0,110.0,140.0,130
110.0,140.0,130.0,180
140.0,130.0,180.0,130
130.0,180.0,130.0,140
180.0,130.0,140.0,140
130.0,140.0,140.0,120
140.0,140.0,120.0,150
140.0,120.0,150.0,130
120.0,150.0,130.0,130
150.0,130.0,130.0,110
130.0,130.0,110.0,90
130.0,110.0,90.0,70
110.0,90.0,70.0,70
90.0,70.0,70.0,100
70.0,70.0,100.0,80
70.0,100.0,80.0,80
100.0,80.0,80.0,60
80.0,80.0,60.0,70
80.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,60
50.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,40
70.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,20
50.0,40.0,20.0,30
40.0,20.0,30.0,30
20.0,30.0,30.0,50
30.0,30.0,50.0,60
30.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,50
50.0,30.0,50.0,20
30.0,50.0,20.0,60
50.0,20.0,60.0,80
20.0,60.0,80.0,90
60.0,80.0,90.0,50
80.0,90.0,50.0,60
90.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,30
70.0,50.0,30.0,30
50.0,30.0,30.0,30
30.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,60
40.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,40
50.0,70.0,40.0,60
70.0,40.0,60.0,50
40.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,130
60.0,50.0,130.0,90
50.0,130.0,90.0,70
130.0,90.0,70.0,70
90.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,80
50.0,50.0,80.0,80
50.0,80.0,80.0,90
80.0,80.0,90.0,90
80.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,240
70.0,70.0,240.0,250
70.0,240.0,250.0,100
240.0,250.0,100.0,110
250.0,100.0,110.0,130
100.0,110.0,130.0,120
110.0,130.0,120.0,120
130.0,120.0,120.0,110
120.0,120.0,110.0,120
120.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,130
110.0,110.0,130.0,110
110.0,130.0,110.0,110
130.0,110.0,110.0,80
110.0,110.0,80.0,80
110.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,90
80.0,70.0,90.0,80
70.0,90.0,80.0,70
90.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,80
80.0,80.0,80.0,50
80.0,80.0,50.0,60
80.0,50.0,60.0,30
50.0,60.0,30.0,30
60.0,30.0,30.0,40
30.0,30.0,40.0,30
30.0,40.0,30.0,60
40.0,30.0,60.0,50
30.0,60.0,50.0,80
60.0,50.0,80.0,50
50.0,80.0,50.0,50
80.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,60
40.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,30
60.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,50
20.0,20.0,50.0,50
20.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,30
60.0,50.0,30.0,30
50.0,30.0,30.0,110
30.0,30.0,110.0,50
30.0,110.0,50.0,120
110.0,50.0,120.0,350
50.0,120.0,350.0,60
120.0,350.0,60.0,60
350.0,60.0,60.0,60
60.0,60.0,60.0,280
60.0,60.0,280.0,360
60.0,280.0,360.0,120
280.0,360.0,120.0,80
360.0,120.0,80.0,110
120.0,80.0,110.0,70
80.0,110.0,70.0,90
110.0,70.0,90.0,190
70.0,90.0,190.0,420
90.0,190.0,420.0,230
190.0,420.0,230.0,650
420.0,230.0,650.0,690
230.0,650.0,690.0,410
650.0,690.0,410.0,330
690.0,410.0,330.0,320
410.0,330.0,320.0,300
330.0,320.0,300.0,270
320.0,300.0,270.0,140
300.0,270.0,140.0,110
270.0,140.0,110.0,340
140.0,110.0,340.0,370
110.0,340.0,370.0,290
340.0,370.0,290.0,310
370.0,290.0,310.0,270
290.0,310.0,270.0,260
310.0,270.0,260.0,230
270.0,260.0,230.0,200
260.0,230.0,200.0,90
230.0,200.0,90.0,100
200.0,90.0,100.0,110
90.0,100.0,110.0,90
100.0,110.0,90.0,100
110.0,90.0,100.0,100
90.0,100.0,100.0,90
100.0,100.0,90.0,80
100.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,60
80.0,80.0,60.0,90
80.0,60.0,90.0,80
60.0,90.0,80.0,110
90.0,80.0,110.0,120
80.0,110.0,120.0,100
110.0,120.0,100.0,110
120.0,100.0,110.0,100
100.0,110.0,100.0,100
110.0,100.0,100.0,90
100.0,100.0,90.0,80
100.0,90.0,80.0,80
90.0,80.0,80.0,90
80.0,80.0,90.0,110
80.0,90.0,110.0,110
90.0,110.0,110.0,130
110.0,110.0,130.0,220
110.0,130.0,220.0,200
130.0,220.0,200.0,150
220.0,200.0,150.0,140
200.0,150.0,140.0,120
150.0,140.0,120.0,90
140.0,120.0,90.0,100
120.0,90.0,100.0,110
90.0,100.0,110.0,120
100.0,110.0,120.0,140
110.0,120.0,140.0,110
120.0,140.0,110.0,100
140.0,110.0,100.0,120
110.0,100.0,120.0,100
100.0,120.0,100.0,80
120.0,100.0,80.0,100
100.0,80.0,100.0,100
80.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,90
100.0,100.0,90.0,100
100.0,90.0,100.0,90
90.0,100.0,90.0,90
100.0,90.0,90.0,80
90.0,90.0,80.0,40
90.0,80.0,40.0,70
80.0,40.0,70.0,60
40.0,70.0,60.0,50
70.0,60.0,50.0,30
60.0,50.0,30.0,30
50.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,40
40.0,30.0,40.0,70
30.0,40.0,70.0,60
40.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,60
30.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,110
60.0,80.0,110.0,100
80.0,110.0,100.0,90
110.0,100.0,90.0,100
100.0,90.0,100.0,100
90.0,100.0,100.0,90
100.0,100.0,90.0,100
100.0,90.0,100.0,90
90.0,100.0,90.0,140
100.0,90.0,140.0,370
90.0,140.0,370.0,230
140.0,370.0,230.0,100
370.0,230.0,100.0,90
230.0,100.0,90.0,140
100.0,90.0,140.0,150
90.0,140.0,150.0,110
140.0,150.0,110.0,130
150.0,110.0,130.0,100
110.0,130.0,100.0,130
130.0,100.0,130.0,490
100.0,130.0,490.0,410
130.0,490.0,410.0,360
490.0,410.0,360.0,340
410.0,360.0,340.0,310
360.0,340.0,310.0,290
340.0,310.0,290.0,230
310.0,290.0,230.0,150
290.0,230.0,150.0,100
230.0,150.0,100.0,110
150.0,100.0,110.0,120
100.0,110.0,120.0,120
110.0,120.0,120.0,120
120.0,120.0,120.0,110
120.0,120.0,110.0,120
120.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,230
110.0,110.0,230.0,180
110.0,230.0,180.0,70
230.0,180.0,70.0,70
180.0,70.0,70.0,80
70.0,70.0,80.0,80
70.0,80.0,80.0,100
80.0,80.0,100.0,80
80.0,100.0,80.0,90
100.0,80.0,90.0,80
80.0,90.0,80.0,100
90.0,80.0,100.0,100
80.0,100.0,100.0,80
100.0,100.0,80.0,100
100.0,80.0,100.0,160
80.0,100.0,160.0,460
100.0,160.0,460.0,120
160.0,460.0,120.0,70
460.0,120.0,70.0,100
120.0,70.0,100.0,100
70.0,100.0,100.0,130
100.0,100.0,130.0,110
100.0,130.0,110.0,110
130.0,110.0,110.0,220
110.0,110.0,220.0,430
110.0,220.0,430.0,290
220.0,430.0,290.0,250
430.0,290.0,250.0,260
290.0,250.0,260.0,250
250.0,260.0,250.0,240
260.0,250.0,240.0,190
250.0,240.0,190.0,70
240.0,190.0,70.0,80
190.0,70.0,80.0,90
70.0,80.0,90.0,100
80.0,90.0,100.0,110
90.0,100.0,110.0,130
100.0,110.0,130.0,170
110.0,130.0,170.0,120
130.0,170.0,120.0,110
170.0,120.0,110.0,120
120.0,110.0,120.0,120
110.0,120.0,120.0,110
120.0,120.0,110.0,120
120.0,110.0,120.0,130
110.0,120.0,130.0,130
120.0,130.0,130.0,130
130.0,130.0,130.0,80
130.0,130.0,80.0,80
130.0,80.0,80.0,60
80.0,80.0,60.0,60
80.0,60.0,60.0,40
60.0,60.0,40.0,60
60.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,60
40.0,30.0,60.0,50
30.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,90
50.0,50.0,90.0,60
50.0,90.0,60.0,70
90.0,60.0,70.0,370
60.0,70.0,370.0,70
70.0,370.0,70.0,60
370.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,70
50.0,50.0,70.0,80
50.0,70.0,80.0,70
70.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,60
80.0,70.0,60.0,60
70.0,60.0,60.0,370
60.0,60.0,370.0,380
60.0,370.0,380.0,50
370.0,380.0,50.0,70
380.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,40
60.0,50.0,40.0,70
50.0,40.0,70.0,60
40.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
