t-6,t-5,t-4,t-3,t-2,t-1,t
60.0,60.0,50.0,60.0,50.0,40.0,30
60.0,50.0,60.0,50.0,40.0,30.0,20
50.0,60.0,50.0,40.0,30.0,20.0,40
60.0,50.0,40.0,30.0,20.0,40.0,40
50.0,40.0,30.0,20.0,40.0,40.0,60
40.0,30.0,20.0,40.0,40.0,60.0,60
30.0,20.0,40.0,40.0,60.0,60.0,50
20.0,40.0,40.0,60.0,60.0,50.0,40
40.0,40.0,60.0,60.0,50.0,40.0,60
40.0,60.0,60.0,50.0,40.0,60.0,40
60.0,60.0,50.0,40.0,60.0,40.0,50
60.0,50.0,40.0,60.0,40.0,50.0,50
50.0,40.0,60.0,40.0,50.0,50.0,50
40.0,60.0,40.0,50.0,50.0,50.0,60
60.0,40.0,50.0,50.0,50.0,60.0,60
40.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,50
50.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,40
60.0,60.0,50.0,50.0,50.0,40.0,50
60.0,50.0,50.0,50.0,40.0,50.0,50
50.0,50.0,50.0,40.0,50.0,50.0,60
50.0,50.0,40.0,50.0,50.0,60.0,60
50.0,40.0,50.0,50.0,60.0,60.0,80
40.0,50.0,50.0,60.0,60.0,80.0,40
50.0,50.0,60.0,60.0,80.0,40.0,290
50.0,60.0,60.0,80.0,40.0,290.0,130
60.0,60.0,80.0,40.0,290.0,130.0,330
60.0,80.0,40.0,290.0,130.0,330.0,80
80.0,40.0,290.0,130.0,330.0,80.0,280
40.0,290.0,130.0,330.0,80.0,280.0,150
290.0,130.0,330.0,80.0,280.0,150.0,60
130.0,330.0,80.0,280.0,150.0,60.0,70
330.0,80.0,280.0,150.0,60.0,70.0,50
80.0,280.0,150.0,60.0,70.0,50.0,110
280.0,150.0,60.0,70.0,50.0,110.0,410
150.0,60.0,70.0,50.0,110.0,410.0,160
60.0,70.0,50.0,110.0,410.0,160.0,70
70.0,50.0,110.0,410.0,160.0,70.0,80
50.0,110.0,410.0,160.0,70.0,80.0,60
110.0,410.0,160.0,70.0,80.0,60.0,100
410.0,160.0,70.0,80.0,60.0,100.0,80
160.0,70.0,80.0,60.0,100.0,80.0,60
70.0,80.0,60.0,100.0,80.0,60.0,80
80.0,60.0,100.0,80.0,60.0,80.0,60
60.0,100.0,80.0,60.0,80.0,60.0,60
100.0,80.0,60.0,80.0,60.0,60.0,80
80.0,60.0,80.0,60.0,60.0,80.0,100
60.0,80.0,60.0,60.0,80.0,100.0,80
80.0,60.0,60.0,80.0,100.0,80.0,110
60.0,60.0,80.0,100.0,80.0,110.0,60
60.0,80.0,100.0,80.0,110.0,60.0,40
80.0,100.0,80.0,110.0,60.0,40.0,40
100.0,80.0,110.0,60.0,40.0,40.0,60
80.0,110.0,60.0,40.0,40.0,60.0,70
110.0,60.0,40.0,40.0,60.0,70.0,90
60.0,40.0,40.0,60.0,70.0,90.0,100
40.0,40.0,60.0,70.0,90.0,100.0,100
40.0,60.0,70.0,90.0,100.0,100.0,50
60.0,70.0,90.0,100.0,100.0,50.0,50
70.0,90.0,100.0,100.0,50.0,50.0,50
90.0,100.0,100.0,50.0,50.0,50.0,50
100.0,100.0,50.0,50.0,50.0,50.0,50
100.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,60
50.0,50.0,50.0,60.0,60.0,60.0,80
50.0,50.0,60.0,60.0,60.0,80.0,90
50.0,60.0,60.0,60.0,80.0,90.0,90
60.0,60.0,60.0,80.0,90.0,90.0,90
60.0,60.0,80.0,90.0,90.0,90.0,100
60.0,80.0,90.0,90.0,90.0,100.0,100
80.0,90.0,90.0,90.0,100.0,100.0,90
90.0,90.0,90.0,100.0,100.0,90.0,90
90.0,90.0,100.0,100.0,90.0,90.0,60
90.0,100.0,100.0,90.0,90.0,60.0,80
100.0,100.0,90.0,90.0,60.0,80.0,60
100.0,90.0,90.0,60.0,80.0,60.0,70
90.0,90.0,60.0,80.0,60.0,70.0,90
90.0,60.0,80.0,60.0,70.0,90.0,100
60.0,80.0,60.0,70.0,90.0,100.0,120
80.0,60.0,70.0,90.0,100.0,120.0,120
60.0,70.0,90.0,100.0,120.0,120.0,110
70.0,90.0,100.0,120.0,120.0,110.0,90
90.0,100.0,120.0,120.0,110.0,90.0,100
100.0,120.0,120.0,110.0,90.0,100.0,110
120.0,120.0,110.0,90.0,100.0,110.0,100
120.0,110.0,90.0,100.0,110.0,100.0,110
110.0,90.0,100.0,110.0,100.0,110.0,100
90.0,100.0,110.0,100.0,110.0,100.0,90
100.0,110.0,100.0,110.0,100.0,90.0,100
110.0,100.0,110.0,100.0,90.0,100.0,110
100.0,110.0,100.0,90.0,100.0,110.0,100
110.0,100.0,90.0,100.0,110.0,100.0,190
100.0,90.0,100.0,110.0,100.0,190.0,210
90.0,100.0,110.0,100.0,190.0,210.0,140
100.0,110.0,100.0,190.0,210.0,140.0,100
110.0,100.0,190.0,210.0,140.0,100.0,120
100.0,190.0,210.0,140.0,100.0,120.0,90
190.0,210.0,140.0,100.0,120.0,90.0,200
210.0,140.0,100.0,120.0,90.0,200.0,140
140.0,100.0,120.0,90.0,200.0,140.0,100
100.0,120.0,90.0,200.0,140.0,100.0,120
120.0,90.0,200.0,140.0,100.0,120.0,130
90.0,200.0,140.0,100.0,120.0,130.0,150
200.0,140.0,100.0,120.0,130.0,150.0,140
140.0,100.0,120.0,130.0,150.0,140.0,120
100.0,120.0,130.0,150.0,140.0,120.0,140
120.0,130.0,150.0,140.0,120.0,140.0,120
130.0,150.0,140.0,120.0,140.0,120.0,110
150.0,140.0,120.0,140.0,120.0,110.0,90
140.0,120.0,140.0,120.0,110.0,90.0,90
120.0,140.0,120.0,110.0,90.0,90.0,90
140.0,120.0,110.0,90.0,90.0,90.0,90
120.0,110.0,90.0,90.0,90.0,90.0,80
110.0,90.0,90.0,90.0,90.0,80.0,80
90.0,90.0,90.0,90.0,80.0,80.0,60
90.0,90.0,90.0,80.0,80.0,60.0,70
90.0,90.0,80.0,80.0,60.0,70.0,50
90.0,80.0,80.0,60.0,70.0,50.0,80
80.0,80.0,60.0,70.0,50.0,80.0,50
80.0,60.0,70.0,50.0,80.0,50.0,70
60.0,70.0,50.0,80.0,50.0,70.0,60
70.0,50.0,80.0,50.0,70.0,60.0,60
50.0,80.0,50.0,70.0,60.0,60.0,50
80.0,50.0,70.0,60.0,60.0,50.0,40
50.0,70.0,60.0,60.0,50.0,40.0,20
70.0,60.0,60.0,50.0,40.0,20.0,50
60.0,60.0,50.0,40.0,20.0,50.0,50
60.0,50.0,40.0,20.0,50.0,50.0,50
50.0,40.0,20.0,50.0,50.0,50.0,50
40.0,20.0,50.0,50.0,50.0,50.0,50
20.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,40
50.0,50.0,60.0,60.0,50.0,40.0,50
50.0,60.0,60.0,50.0,40.0,50.0,50
60.0,60.0,50.0,40.0,50.0,50.0,50
60.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,40.0,20
50.0,50.0,50.0,50.0,40.0,20.0,30
50.0,50.0,50.0,40.0,20.0,30.0,30
50.0,50.0,40.0,20.0,30.0,30.0,50
50.0,40.0,20.0,30.0,30.0,50.0,50
40.0,20.0,30.0,30.0,50.0,50.0,60
20.0,30.0,30.0,50.0,50.0,60.0,60
30.0,30.0,50.0,50.0,60.0,60.0,50
30.0,50.0,50.0,60.0,60.0,50.0,50
50.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,80
50.0,50.0,50.0,50.0,50.0,80.0,50
50.0,50.0,50.0,50.0,80.0,50.0,50
50.0,50.0,50.0,80.0,50.0,50.0,70
50.0,50.0,80.0,50.0,50.0,70.0,60
50.0,80.0,50.0,50.0,70.0,60.0,100
80.0,50.0,50.0,70.0,60.0,100.0,60
50.0,50.0,70.0,60.0,100.0,60.0,50
50.0,70.0,60.0,100.0,60.0,50.0,40
70.0,60.0,100.0,60.0,50.0,40.0,40
60.0,100.0,60.0,50.0,40.0,40.0,30
100.0,60.0,50.0,40.0,40.0,30.0,30
60.0,50.0,40.0,40.0,30.0,30.0,40
50.0,40.0,40.0,30.0,30.0,40.0,20
40.0,40.0,30.0,30.0,40.0,20.0,60
40.0,30.0,30.0,40.0,20.0,60.0,50
30.0,30.0,40.0,20.0,60.0,50.0,60
30.0,40.0,20.0,60.0,50.0,60.0,60
40.0,20.0,60.0,50.0,60.0,60.0,60
20.0,60.0,50.0,60.0,60.0,60.0,60
60.0,50.0,60.0,60.0,60.0,60.0,60
50.0,60.0,60.0,60.0,60.0,60.0,70
60.0,60.0,60.0,60.0,60.0,70.0,60
60.0,60.0,60.0,60.0,70.0,60.0,70
60.0,60.0,60.0,70.0,60.0,70.0,60
60.0,60.0,70.0,60.0,70.0,60.0,60
60.0,70.0,60.0,70.0,60.0,60.0,60
70.0,60.0,70.0,60.0,60.0,60.0,60
60.0,70.0,60.0,60.0,60.0,60.0,60
70.0,60.0,60.0,60.0,60.0,60.0,70
60.0,60.0,60.0,60.0,60.0,70.0,70
60.0,60.0,60.0,60.0,70.0,70.0,50
60.0,60.0,60.0,70.0,70.0,50.0,50
60.0,60.0,70.0,70.0,50.0,50.0,20
60.0,70.0,70.0,50.0,50.0,20.0,30
70.0,70.0,50.0,50.0,20.0,30.0,30
70.0,50.0,50.0,20.0,30.0,30.0,30
50.0,50.0,20.0,30.0,30.0,30.0,60
50.0,20.0,30.0,30.0,30.0,60.0,50
20.0,30.0,30.0,30.0,60.0,50.0,60
30.0,30.0,30.0,60.0,50.0,60.0,50
30.0,30.0,60.0,50.0,60.0,50.0,50
30.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,50.0,40.0,50
50.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,40
50.0,50.0,50.0,50.0,60.0,40.0,50
50.0,50.0,50.0,60.0,40.0,50.0,50
50.0,50.0,60.0,40.0,50.0,50.0,50
50.0,60.0,40.0,50.0,50.0,50.0,50
60.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,30
50.0,50.0,50.0,50.0,50.0,30.0,40
50.0,50.0,50.0,50.0,30.0,40.0,50
50.0,50.0,50.0,30.0,40.0,50.0,90
50.0,50.0,30.0,40.0,50.0,90.0,90
50.0,30.0,40.0,50.0,90.0,90.0,130
30.0,40.0,50.0,90.0,90.0,130.0,130
40.0,50.0,90.0,90.0,130.0,130.0,140
50.0,90.0,90.0,130.0,130.0,140.0,150
90.0,90.0,130.0,130.0,140.0,150.0,140
90.0,130.0,130.0,140.0,150.0,140.0,130
130.0,130.0,140.0,150.0,140.0,130.0,90
130.0,140.0,150.0,140.0,130.0,90.0,100
140.0,150.0,140.0,130.0,90.0,100.0,70
150.0,140.0,130.0,90.0,100.0,70.0,80
140.0,130.0,90.0,100.0,70.0,80.0,90
130.0,90.0,100.0,70.0,80.0,90.0,160
90.0,100.0,70.0,80.0,90.0,160.0,560
100.0,70.0,80.0,90.0,160.0,560.0,390
70.0,80.0,90.0,160.0,560.0,390.0,190
80.0,90.0,160.0,560.0,390.0,190.0,80
90.0,160.0,560.0,390.0,190.0,80.0,90
160.0,560.0,390.0,190.0,80.0,90.0,90
560.0,390.0,190.0,80.0,90.0,90.0,80
390.0,190.0,80.0,90.0,90.0,80.0,100
190.0,80.0,90.0,90.0,80.0,100.0,100
80.0,90.0,90.0,80.0,100.0,100.0,120
90.0,90.0,80.0,100.0,100.0,120.0,100
90.0,80.0,100.0,100.0,120.0,100.0,100
80.0,100.0,100.0,120.0,100.0,100.0,100
100.0,100.0,120.0,100.0,100.0,100.0,100
100.0,120.0,100.0,100.0,100.0,100.0,90
120.0,100.0,100.0,100.0,100.0,90.0,80
100.0,100.0,100.0,100.0,90.0,80.0,110
100.0,100.0,100.0,90.0,80.0,110.0,80
100.0,100.0,90.0,80.0,110.0,80.0,110
100.0,90.0,80.0,110.0,80.0,110.0,100
90.0,80.0,110.0,80.0,110.0,100.0,90
80.0,110.0,80.0,110.0,100.0,90.0,90
110.0,80.0,110.0,100.0,90.0,90.0,70
80.0,110.0,100.0,90.0,90.0,70.0,80
110.0,100.0,90.0,90.0,70.0,80.0,50
100.0,90.0,90.0,70.0,80.0,50.0,50
90.0,90.0,70.0,80.0,50.0,50.0,70
90.0,70.0,80.0,50.0,50.0,70.0,60
70.0,80.0,50.0,50.0,70.0,60.0,50
80.0,50.0,50.0,70.0,60.0,50.0,50
50.0,50.0,70.0,60.0,50.0,50.0,50
50.0,70.0,60.0,50.0,50.0,50.0,50
70.0,60.0,50.0,50.0,50.0,50.0,40
60.0,50.0,50.0,50.0,50.0,40.0,60
50.0,50.0,50.0,50.0,40.0,60.0,60
50.0,50.0,50.0,40.0,60.0,60.0,60
50.0,50.0,40.0,60.0,60.0,60.0,60
50.0,40.0,60.0,60.0,60.0,60.0,50
40.0,60.0,60.0,60.0,60.0,50.0,50
60.0,60.0,60.0,60.0,50.0,50.0,40
60.0,60.0,60.0,50.0,50.0,40.0,30
60.0,60.0,50.0,50.0,40.0,30.0,30
60.0,50.0,50.0,40.0,30.0,30.0,40
50.0,50.0,40.0,30.0,30.0,40.0,50
50.0,40.0,30.0,30.0,40.0,50.0,60
40.0,30.0,30.0,40.0,50.0,60.0,50
30.0,30.0,40.0,50.0,60.0,50.0,50
30.0,40.0,50.0,60.0,50.0,50.0,60
40.0,50.0,60.0,50.0,50.0,60.0,50
50.0,60.0,50.0,50.0,60.0,50.0,50
60.0,50.0,50.0,60.0,50.0,50.0,50
50.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,60
60.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,60
50.0,50.0,60.0,60.0,50.0,60.0,50
50.0,60.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,60
50.0,60.0,50.0,50.0,50.0,60.0,50
60.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,50.0,50.0,40.0,60
60.0,50.0,50.0,50.0,40.0,60.0,50
50.0,50.0,50.0,40.0,60.0,50.0,50
50.0,50.0,40.0,60.0,50.0,50.0,40
50.0,40.0,60.0,50.0,50.0,40.0,40
40.0,60.0,50.0,50.0,40.0,40.0,30
60.0,50.0,50.0,40.0,40.0,30.0,30
50.0,50.0,40.0,40.0,30.0,30.0,60
50.0,40.0,40.0,30.0,30.0,60.0,40
40.0,40.0,30.0,30.0,60.0,40.0,60
40.0,30.0,30.0,60.0,40.0,60.0,50
30.0,30.0,60.0,40.0,60.0,50.0,90
30.0,60.0,40.0,60.0,50.0,90.0,70
60.0,40.0,60.0,50.0,90.0,70.0,60
40.0,60.0,50.0,90.0,70.0,60.0,70
60.0,50.0,90.0,70.0,60.0,70.0,50
50.0,90.0,70.0,60.0,70.0,50.0,60
90.0,70.0,60.0,70.0,50.0,60.0,40
70.0,60.0,70.0,50.0,60.0,40.0,50
60.0,70.0,50.0,60.0,40.0,50.0,50
70.0,50.0,60.0,40.0,50.0,50.0,300
50.0,60.0,40.0,50.0,50.0,300.0,140
60.0,40.0,50.0,50.0,300.0,140.0,490
40.0,50.0,50.0,300.0,140.0,490.0,370
50.0,50.0,300.0,140.0,490.0,370.0,370
50.0,300.0,140.0,490.0,370.0,370.0,210
300.0,140.0,490.0,370.0,370.0,210.0,60
140.0,490.0,370.0,370.0,210.0,60.0,70
490.0,370.0,370.0,210.0,60.0,70.0,90
370.0,370.0,210.0,60.0,70.0,90.0,80
370.0,210.0,60.0,70.0,90.0,80.0,310
210.0,60.0,70.0,90.0,80.0,310.0,370
60.0,70.0,90.0,80.0,310.0,370.0,60
70.0,90.0,80.0,310.0,370.0,60.0,40
90.0,80.0,310.0,370.0,60.0,40.0,250
80.0,310.0,370.0,60.0,40.0,250.0,780
310.0,370.0,60.0,40.0,250.0,780.0,520
370.0,60.0,40.0,250.0,780.0,520.0,440
60.0,40.0,250.0,780.0,520.0,440.0,600
40.0,250.0,780.0,520.0,440.0,600.0,530
250.0,780.0,520.0,440.0,600.0,530.0,290
780.0,520.0,440.0,600.0,530.0,290.0,240
520.0,440.0,600.0,530.0,290.0,240.0,240
440.0,600.0,530.0,290.0,240.0,240.0,80
600.0,530.0,290.0,240.0,240.0,80.0,60
530.0,290.0,240.0,240.0,80.0,60.0,50
290.0,240.0,240.0,80.0,60.0,50.0,230
240.0,240.0,80.0,60.0,50.0,230.0,690
240.0,80.0,60.0,50.0,230.0,690.0,570
80.0,60.0,50.0,230.0,690.0,570.0,330
60.0,50.0,230.0,690.0,570.0,330.0,270
50.0,230.0,690.0,570.0,330.0,270.0,280
230.0,690.0,570.0,330.0,270.0,280.0,250
690.0,570.0,330.0,270.0,280.0,250.0,240
570.0,330.0,270.0,280.0,250.0,240.0,190
330.0,270.0,280.0,250.0,240.0,190.0,80
270.0,280.0,250.0,240.0,190.0,80.0,650
280.0,250.0,240.0,190.0,80.0,650.0,660
250.0,240.0,190.0,80.0,650.0,660.0,370
240.0,190.0,80.0,650.0,660.0,370.0,310
190.0,80.0,650.0,660.0,370.0,310.0,330
80.0,650.0,660.0,370.0,310.0,330.0,320
650.0,660.0,370.0,310.0,330.0,320.0,310
660.0,370.0,310.0,330.0,320.0,310.0,260
370.0,310.0,330.0,320.0,310.0,260.0,200
310.0,330.0,320.0,310.0,260.0,200.0,110
330.0,320.0,310.0,260.0,200.0,110.0,500
320.0,310.0,260.0,200.0,110.0,500.0,640
310.0,260.0,200.0,110.0,500.0,640.0,420
260.0,200.0,110.0,500.0,640.0,420.0,320
200.0,110.0,500.0,640.0,420.0,320.0,300
110.0,500.0,640.0,420.0,320.0,300.0,280
500.0,640.0,420.0,320.0,300.0,280.0,330
640.0,420.0,320.0,300.0,280.0,330.0,240
420.0,320.0,300.0,280.0,330.0,240.0,170
320.0,300.0,280.0,330.0,240.0,170.0,110
300.0,280.0,330.0,240.0,170.0,110.0,470
280.0,330.0,240.0,170.0,110.0,470.0,380
330.0,240.0,170.0,110.0,470.0,380.0,330
240.0,170.0,110.0,470.0,380.0,330.0,340
170.0,110.0,470.0,380.0,330.0,340.0,320
110.0,470.0,380.0,330.0,340.0,320.0,510
470.0,380.0,330.0,340.0,320.0,510.0,880
380.0,330.0,340.0,320.0,510.0,880.0,440
330.0,340.0,320.0,510.0,880.0,440.0,110
340.0,320.0,510.0,880.0,440.0,110.0,110
320.0,510.0,880.0,440.0,110.0,110.0,130
510.0,880.0,440.0,110.0,110.0,130.0,110
880.0,440.0,110.0,110.0,130.0,110.0,120
440.0,110.0,110.0,130.0,110.0,120.0,130
110.0,110.0,130.0,110.0,120.0,130.0,180
110.0,130.0,110.0,120.0,130.0,180.0,130
130.0,110.0,120.0,130.0,180.0,130.0,130
110.0,120.0,130.0,180.0,130.0,130.0,110
120.0,130.0,180.0,130.0,130.0,110.0,110
130.0,180.0,130.0,130.0,110.0,110.0,110
180.0,130.0,130.0,110.0,110.0,110.0,100
130.0,130.0,110.0,110.0,110.0,100.0,110
130.0,110.0,110.0,110.0,100.0,110.0,110
110.0,110.0,110.0,100.0,110.0,110.0,110
110.0,110.0,100.0,110.0,110.0,110.0,90
110.0,100.0,110.0,110.0,110.0,90.0,70
100.0,110.0,110.0,110.0,90.0,70.0,70
110.0,110.0,110.0,90.0,70.0,70.0,50
110.0,110.0,90.0,70.0,70.0,50.0,50
110.0,90.0,70.0,70.0,50.0,50.0,70
90.0,70.0,70.0,50.0,50.0,70.0,50
70.0,70.0,50.0,50.0,70.0,50.0,50
70.0,50.0,50.0,70.0,50.0,50.0,50
50.0,50.0,70.0,50.0,50.0,50.0,50
50.0,70.0,50.0,50.0,50.0,50.0,60
70.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,70
50.0,50.0,50.0,60.0,60.0,70.0,50
50.0,50.0,60.0,60.0,70.0,50.0,60
50.0,60.0,60.0,70.0,50.0,60.0,50
60.0,60.0,70.0,50.0,60.0,50.0,50
60.0,70.0,50.0,60.0,50.0,50.0,50
70.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,60
50.0,50.0,60.0,60.0,50.0,60.0,60
50.0,60.0,60.0,50.0,60.0,60.0,50
60.0,60.0,50.0,60.0,60.0,50.0,50
60.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,40.0,40
50.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,30
50.0,50.0,40.0,40.0,40.0,30.0,50
50.0,40.0,40.0,40.0,30.0,50.0,50
40.0,40.0,40.0,30.0,50.0,50.0,60
40.0,40.0,30.0,50.0,50.0,60.0,50
40.0,30.0,50.0,50.0,60.0,50.0,50
30.0,50.0,50.0,60.0,50.0,50.0,60
50.0,50.0,60.0,50.0,50.0,60.0,50
50.0,60.0,50.0,50.0,60.0,50.0,60
60.0,50.0,50.0,60.0,50.0,60.0,60
50.0,50.0,60.0,50.0,60.0,60.0,50
50.0,60.0,50.0,60.0,60.0,50.0,50
60.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,40
60.0,60.0,50.0,50.0,50.0,40.0,50
60.0,50.0,50.0,50.0,40.0,50.0,60
50.0,50.0,50.0,40.0,50.0,60.0,60
50.0,50.0,40.0,50.0,60.0,60.0,60
50.0,40.0,50.0,60.0,60.0,60.0,50
40.0,50.0,60.0,60.0,60.0,50.0,60
50.0,60.0,60.0,60.0,50.0,60.0,40
60.0,60.0,60.0,50.0,60.0,40.0,60
60.0,60.0,50.0,60.0,40.0,60.0,50
60.0,50.0,60.0,40.0,60.0,50.0,50
50.0,60.0,40.0,60.0,50.0,50.0,50
60.0,40.0,60.0,50.0,50.0,50.0,60
40.0,60.0,50.0,50.0,50.0,60.0,70
60.0,50.0,50.0,50.0,60.0,70.0,80
50.0,50.0,50.0,60.0,70.0,80.0,90
50.0,50.0,60.0,70.0,80.0,90.0,60
50.0,60.0,70.0,80.0,90.0,60.0,60
60.0,70.0,80.0,90.0,60.0,60.0,50
70.0,80.0,90.0,60.0,60.0,50.0,60
80.0,90.0,60.0,60.0,50.0,60.0,50
90.0,60.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,60
50.0,60.0,50.0,50.0,50.0,60.0,110
60.0,50.0,50.0,50.0,60.0,110.0,50
50.0,50.0,50.0,60.0,110.0,50.0,150
50.0,50.0,60.0,110.0,50.0,150.0,210
50.0,60.0,110.0,50.0,150.0,210.0,120
60.0,110.0,50.0,150.0,210.0,120.0,380
110.0,50.0,150.0,210.0,120.0,380.0,160
50.0,150.0,210.0,120.0,380.0,160.0,140
150.0,210.0,120.0,380.0,160.0,140.0,130
210.0,120.0,380.0,160.0,140.0,130.0,130
120.0,380.0,160.0,140.0,130.0,130.0,140
380.0,160.0,140.0,130.0,130.0,140.0,210
160.0,140.0,130.0,130.0,140.0,210.0,510
140.0,130.0,130.0,140.0,210.0,510.0,630
130.0,130.0,140.0,210.0,510.0,630.0,500
130.0,140.0,210.0,510.0,630.0,500.0,290
140.0,210.0,510.0,630.0,500.0,290.0,270
210.0,510.0,630.0,500.0,290.0,270.0,250
510.0,630.0,500.0,290.0,270.0,250.0,130
630.0,500.0,290.0,270.0,250.0,130.0,80
500.0,290.0,270.0,250.0,130.0,80.0,100
290.0,270.0,250.0,130.0,80.0,100.0,80
270.0,250.0,130.0,80.0,100.0,80.0,140
250.0,130.0,80.0,100.0,80.0,140.0,80
130.0,80.0,100.0,80.0,140.0,80.0,90
80.0,100.0,80.0,140.0,80.0,90.0,80
100.0,80.0,140.0,80.0,90.0,80.0,80
80.0,140.0,80.0,90.0,80.0,80.0,80
140.0,80.0,90.0,80.0,80.0,80.0,70
80.0,90.0,80.0,80.0,80.0,70.0,70
90.0,80.0,80.0,80.0,70.0,70.0,70
80.0,80.0,80.0,70.0,70.0,70.0,60
80.0,80.0,70.0,70.0,70.0,60.0,60
80.0,70.0,70.0,70.0,60.0,60.0,70
70.0,70.0,70.0,60.0,60.0,70.0,70
70.0,70.0,60.0,60.0,70.0,70.0,80
70.0,60.0,60.0,70.0,70.0,80.0,60
60.0,60.0,70.0,70.0,80.0,60.0,80
60.0,70.0,70.0,80.0,60.0,80.0,60
70.0,70.0,80.0,60.0,80.0,60.0,50
70.0,80.0,60.0,80.0,60.0,50.0,90
80.0,60.0,80.0,60.0,50.0,90.0,100
60.0,80.0,60.0,50.0,90.0,100.0,100
80.0,60.0,50.0,90.0,100.0,100.0,100
60.0,50.0,90.0,100.0,100.0,100.0,120
50.0,90.0,100.0,100.0,100.0,120.0,110
90.0,100.0,100.0,100.0,120.0,110.0,110
100.0,100.0,100.0,120.0,110.0,110.0,110
100.0,100.0,120.0,110.0,110.0,110.0,100
100.0,120.0,110.0,110.0,110.0,100.0,110
120.0,110.0,110.0,110.0,100.0,110.0,100
110.0,110.0,110.0,100.0,110.0,100.0,110
110.0,110.0,100.0,110.0,100.0,110.0,110
110.0,100.0,110.0,100.0,110.0,110.0,100
100.0,110.0,100.0,110.0,110.0,100.0,100
110.0,100.0,110.0,110.0,100.0,100.0,120
100.0,110.0,110.0,100.0,100.0,120.0,240
110.0,110.0,100.0,100.0,120.0,240.0,470
110.0,100.0,100.0,120.0,240.0,470.0,180
100.0,100.0,120.0,240.0,470.0,180.0,100
100.0,120.0,240.0,470.0,180.0,100.0,100
